Table Names,State,Parameters,Type,April - Total ((A+B) or (C+D)),May - Total ((A+B) or (C+D)),June - Total ((A+B) or (C+D)),July - Total ((A+B) or (C+D)),August - Total ((A+B) or (C+D)),September - Total ((A+B) or (C+D)),October - Total ((A+B) or (C+D)),November - Total ((A+B) or (C+D)),December - Total ((A+B) or (C+D)),January - Total ((A+B) or (C+D)),February - Total ((A+B) or (C+D)),March - Total ((A+B) or (C+D)),Total - Total ((A+B) or (C+D)),Total - Public (A),Total - Private (B),Total - Urban (C),Total - Rural (D)
2018-2019.xlsm/hmis-report-2018-19,Telangana,Vaccine - Measles,1. Balance From Previous Month,19600,11000,14500,12100,10500,2250,5500,0,0,0,0,0,75450,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Telangana,Vaccine - Measles,2. Stocks Received,5000,15000,10000,5000,0,0,0,0,0,0,0,0,35000,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Telangana,Vaccine - Measles,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Telangana,Vaccine - Measles,4. Stock Distributed,13600,11500,12400,6600,8250,2250,2930,0,0,0,0,0,57530,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Telangana,Vaccine - Measles,5. Total Stock,11000,14500,12100,10500,2250,0,2570,0,0,0,0,0,52920,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Telangana,Measles Rubella (MR),1. Balance From Previous Month,50350,18850,23700,2500,10400,742530,36700,6850,11630,19380,3600,9300,935790,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Telangana,Measles Rubella (MR),2. Stocks Received,32000,64000,20000,80000,88000,56000,20000,52000,40000,34000,44250,15000,545250,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Telangana,Measles Rubella (MR),3. Unusable Stock,0,0,0,0,0,0,0,0,5050,0,0,0,5050,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Telangana,Measles Rubella (MR),4. Stock Distributed,63500,59150,38700,48300,59530,765330,49850,47220,24200,24470,36500,12100,1228850,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Telangana,Measles Rubella (MR),5. Total Stock,18850,23700,5000,34200,38870,42200,6850,11630,22380,28910,11350,12200,256140,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Tripura,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,2,5,8,10,45,1227,2510,3220,3517,4702,4156,4632,24034,23998,36,1696,22338
2018-2019.xlsm/hmis-report-2018-19,Tripura,Child immunisation (9-11months) - Measles 1st dose,TOTAL,3543,3839,4038,4041,2840,1252,535,1158,1167,603,340,229,23585,23548,37,1721,21864
2018-2019.xlsm/hmis-report-2018-19,Tripura,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,4,3,7,1,10,48,64,192,397,621,512,564,2423,2418,5,153,2270
2018-2019.xlsm/hmis-report-2018-19,Tripura,Child immunisation - Measles-1st dose,TOTAL,602,573,530,524,294,97,21,122,215,81,52,69,3180,3175,5,146,3034
2018-2019.xlsm/hmis-report-2018-19,Tripura,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,5,8,5,14,3,16,123,556,1991,3244,3366,3602,12933,12891,42,1210,11723
2018-2019.xlsm/hmis-report-2018-19,Tripura,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,3869,4032,3961,3704,2256,834,170,476,747,467,301,201,21018,20999,19,1718,19300
2018-2019.xlsm/hmis-report-2018-19,Tripura,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,2,0,5,19,2,6,2,18,27,31,35,35,182,171,11,19,163
2018-2019.xlsm/hmis-report-2018-19,Tripura,Childhood Diseases - Pneumonia,TOTAL,96,69,87,63,136,133,74,64,74,59,300,105,1260,1245,15,40,1220
2018-2019.xlsm/hmis-report-2018-19,Tripura,Childhood Diseases - Asthma,TOTAL,168,73,56,47,80,32,47,53,46,29,37,20,688,687,1,57,631
2018-2019.xlsm/hmis-report-2018-19,Tripura,Childhood Diseases - Measles,TOTAL,9,17,47,41,42,32,19,5,4,3,8,8,235,235,0,22,213
2018-2019.xlsm/hmis-report-2018-19,Tripura,Childhood Diseases - Diarrhoea,TOTAL,3210,1426,1495,952,1149,1008,622,904,1055,1077,1407,1719,16024,16011,13,1114,14910
2018-2019.xlsm/hmis-report-2018-19,Tripura,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,820,923,632,461,320,341,375,251,309,410,564,628,6034,6025,9,521,5513
2018-2019.xlsm/hmis-report-2018-19,Tripura,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,1220,996,776,880,1418,1515,1157,997,926,881,1226,1148,13140,13140,0,1229,11911
2018-2019.xlsm/hmis-report-2018-19,Tripura,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,2,4,3,5,3,4,3,4,3,4,0,7,42,42,0,4,38
2018-2019.xlsm/hmis-report-2018-19,Tripura,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019.xlsm/hmis-report-2018-19,Tripura,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,2
2018-2019.xlsm/hmis-report-2018-19,Tripura,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,3,2,2,2,1,1,1,0,1,0,1,1,15,15,0,0,15
2018-2019.xlsm/hmis-report-2018-19,Tripura,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
2018-2019.xlsm/hmis-report-2018-19,Tripura,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019.xlsm/hmis-report-2018-19,Tripura,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,2,1,0,0,0,1,1,1,0,2,0,1,9,9,0,2,7
2018-2019.xlsm/hmis-report-2018-19,Tripura,Vaccine - Measles,1. Balance From Previous Month,1350,1271,1738,2069,2085,887,496,486,577,348,488,350,12145,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Tripura,Vaccine - Measles,2. Stocks Received,5060,5480,5350,5080,2480,308,50,0,0,26,0,0,23834,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Tripura,Vaccine - Measles,3. Unusable Stock,0,10,5,0,0,8,0,0,0,0,0,0,23,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Tripura,Vaccine - Measles,4. Stock Distributed,5174,5013,5226,5064,3678,691,60,108,225,356,154,350,26099,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Tripura,Vaccine - Measles,5. Total Stock,1236,1728,1857,2085,887,496,486,378,352,18,334,0,9857,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Tripura,Measles Rubella (MR),1. Balance From Previous Month,0,0,0,NA,15,0,2045,711,241,7440,6656,7188,24296,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Tripura,Measles Rubella (MR),2. Stocks Received,0,0,0,NA,360,29800,3700,3150,11010,3850,5750,2150,59770,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Tripura,Measles Rubella (MR),3. Unusable Stock,0,0,0,NA,0,0,0,30,1,0,0,0,31,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Tripura,Measles Rubella (MR),4. Stock Distributed,0,0,0,NA,352,27755,5034,3427,3955,4789,5304,6272,56888,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Tripura,Measles Rubella (MR),5. Total Stock,0,0,0,NA,23,2045,711,404,7295,6501,7102,3066,27147,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,15947,10527,11122,16848,9593,37323,244770,269035,190819,202494,372057,821821,2202356,2117771,84585,289816,1912540
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Child immunisation (9-11months) - Measles 1st dose,TOTAL,276685,396825,426689,466917,411149,306898,218432,135871,79563,63355,81497,165550,3029431,2962152,67279,405209,2624222
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,1800,2962,6277,3967,2096,9329,44500,55375,147254,180029,58196,119091,630876,619721,11155,133165,497711
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Child immunisation - Measles-1st dose,TOTAL,71688,89492,97703,106143,92814,69017,57070,42301,93581,25675,21108,48026,814618,796974,17644,112570,702048
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,6291,5699,4829,19307,4449,22700,169461,186852,111700,102875,235189,562992,1432344,1407420,24924,189379,1242965
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,233865,323095,321510,338606,296430,230076,162015,103992,48864,120698,58604,112785,2350540,2339574,10966,282607,2067933
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,2055,2236,2001,2677,2198,2789,6334,7396,4102,3465,89796,13668,138717,137691,1026,14076,124641
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Childhood Diseases - Pneumonia,TOTAL,8082,8434,7196,6827,9995,11311,13326,9574,13036,13256,10214,10508,121759,117831,3928,26024,95735
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Childhood Diseases - Asthma,TOTAL,3394,3669,3059,2882,3028,3834,4817,3292,3381,2772,2729,2857,39714,37537,2177,5289,34425
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Childhood Diseases - Measles,TOTAL,705,919,497,583,389,337,319,269,254,261,281,211,5025,4976,49,588,4437
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Childhood Diseases - Diarrhoea,TOTAL,33877,46456,46300,49485,56361,50591,42805,34650,31484,29628,30892,33746,486275,471866,14409,72705,413570
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,5727,10549,11931,9991,9587,10806,8438,7819,6254,4837,8813,6491,101243,97419,3824,11753,89490
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,45500,19742,21855,21261,18681,21657,21486,20515,23651,21102,21665,22749,279864,278233,1631,42749,237115
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,21,34,31,41,33,18,35,37,26,30,29,17,352,351,1,1,351
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,22,18,26,19,29,13,13,14,12,25,23,10,224,224,0,0,224
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,9,294,15,288,15,1,3,0,4,1,0,0,630,630,0,0,630
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,11,12,17,12,14,31,25,14,34,16,18,12,216,215,1,1,215
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,3,12,14,9,10,13,8,4,3,5,3,5,89,89,0,0,89
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,5,3,3,8,3,8,0,0,1,17,0,16,64,64,0,0,64
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,34,86,76,84,74,62,62,52,46,42,48,35,701,701,0,0,701
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Vaccine - Measles,1. Balance From Previous Month,416370,534380,370530,406615,304175,129955,82486,69270,30360,22090,25435,63965,2455631,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Vaccine - Measles,2. Stocks Received,508325,384170,618770,323250,158340,107500,86350,86780,11110,20000,77340,52380,2434315,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Vaccine - Measles,3. Unusable Stock,33976,39712,64962,53289,30862,24213,28699,18462,0,0,0,0,294175,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Vaccine - Measles,4. Stock Distributed,384774,535498,536437,438486,314313,158232,85887,90528,11280,21300,66715,63669,2707119,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Vaccine - Measles,5. Total Stock,505945,343340,387901,238090,117340,55010,54250,47060,30190,20790,36060,52676,1888652,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Measles Rubella (MR),1. Balance From Previous Month,0,0,20750,500,0,11890,128326,117015,729670,211455,269895,394825,1884326,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Measles Rubella (MR),2. Stocks Received,30000,14000,5400,7200,0,295710,371370,1375640,2330300,774320,361330,344250,5909520,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Measles Rubella (MR),3. Unusable Stock,0,0,0,0,0,15480,32209,38700,22878,7550,16841,80534,214192,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Measles Rubella (MR),4. Stock Distributed,19000,13500,14200,5000,0,199070,367797,1327545,2361282,783370,386414,400395,5877573,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Uttar Pradesh,Measles Rubella (MR),5. Total Stock,11000,500,11950,2700,0,99390,127560,98810,673460,221505,258310,283276,1788461,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,13836,16367,15248,20183,15487,16538,14778,13884,14528,13060,13219,12971,180099,172007,8092,21810,158289
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Child immunisation (9-11months) - Measles 1st dose,TOTAL,508,407,316,143,366,349,171,270,210,263,327,521,3851,3710,141,428,3423
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,717,775,502,1310,969,1220,1257,700,886,772,805,835,10748,10523,225,4245,6503
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Child immunisation - Measles-1st dose,TOTAL,174,39,111,42,113,93,27,0,4,47,8,224,882,803,79,382,500
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,12747,14654,13285,18149,13281,13539,11122,10923,12787,12686,14513,14059,161745,158313,3432,15633,146112
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,461,369,226,88,244,478,215,345,311,408,556,760,4461,4323,138,1838,2623
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,4,45,46,3,7,3,2,8,12,3,87,111,331,291,40,173,158
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Childhood Diseases - Pneumonia,TOTAL,245,246,234,188,177,561,389,251,328,253,244,376,3492,3492,0,398,3094
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Childhood Diseases - Asthma,TOTAL,104,127,137,179,200,147,142,138,201,165,146,188,1874,1874,0,48,1826
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Childhood Diseases - Measles,TOTAL,3,0,6,19,0,1,2,6,10,2,9,9,67,67,0,9,58
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Childhood Diseases - Diarrhoea,TOTAL,1337,1613,1863,1848,1838,1684,1459,1230,1276,987,984,981,17100,16858,242,3951,13149
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,443,530,624,463,452,401,284,248,230,240,229,232,4376,4310,66,2039,2337
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,660,1052,827,1048,780,864,1520,1109,1142,580,436,1738,11756,11681,75,4373,7383
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,1,4,0,4,0,3,3,2,3,2,4,5,31,31,NA,0,31
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,1,3,2,2,0,0,1,0,0,2,3,1,15,15,NA,0,15
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
2018-2019.xlsm/hmis-report-2018-19,Uttarakhand,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,0,0,1,0,0,1,2,0,2,3,4,5,18,18,NA,2,16
